SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4
2021-2022,17,ILLINOIS,IL,Sandwich Community High School,Sandwich CUSD 430,1,,IL-16-019-4300-26,1735370,IL-16-019-4300-26-1601943000001,1.73537E+11,1703693,515 Lions Rd,,,Sandwich,IL,60548,2450,515 Lions Rd,,,Sandwich,IL,60548,2450
2021-2022,17,ILLINOIS,IL,W W Woodbury Elem School,Sandwich CUSD 430,1,,IL-16-019-4300-26,1735370,IL-16-019-4300-26-1601943002004,1.73537E+11,1703695,322 E 3rd St,,,Sandwich,IL,60548,1677,322 E 3rd St,,,Sandwich,IL,60548,1677
2021-2022,17,ILLINOIS,IL,Sandwich Middle School,Sandwich CUSD 430,1,,IL-16-019-4300-26,1735370,IL-16-019-4300-26-1601943001001,1.73537E+11,1704314,600 S Wells St,,,Sandwich,IL,60548,2481,600 S Wells St,,,Sandwich,IL,60548,2481
2021-2022,17,ILLINOIS,IL,Herman E Dummer,Sandwich CUSD 430,1,,IL-16-019-4300-26,1735370,IL-16-019-4300-26-1601943002007,1.73537E+11,1704741,422 S Wells St,,,Sandwich,IL,60548,2400,422 S Wells St,,,Sandwich,IL,60548,2400
2021-2022,17,ILLINOIS,IL,Saratoga Elem School,Saratoga CCSD 60C,1,,IL-24-032-060C-04,1735400,IL-24-032-060C-04-24032060C2001,1.7354E+11,1703696,4040 N Division St,,,Morris,IL,60450,9357,4040 N Division St,,,Morris,IL,60450,9357
2021-2022,17,ILLINOIS,IL,Rickover Jr High School,CCSD 168,1,,IL-07-016-1680-04,1735460,IL-07-016-1680-04-0701616801003,1.73546E+11,1703698,22151 Torrence Ave,,,Sauk Village,IL,60411,5141,22151 Torrence Ave,,,Sauk Village,IL,60411,5141
2021-2022,17,ILLINOIS,IL,Strassburg Elem,CCSD 168,1,,IL-07-016-1680-04,1735460,IL-07-016-1680-04-0701616802001,1.73546E+11,1703699,2002 223rd St,,,Sauk Village,IL,60411,5029,2002 223rd St,,,Sauk Village,IL,60411,5029
2021-2022,17,ILLINOIS,IL,Wagoner Elem,CCSD 168,1,,IL-07-016-1680-04,1735460,IL-07-016-1680-04-0701616802002,1.73546E+11,1703700,1831 215th Pl,,,Sauk Village,IL,60411,4405,1831 215th Pl,,,Sauk Village,IL,60411,4405
2021-2022,17,ILLINOIS,IL,Scales Mound High School,Scales Mound CUSD 211,1,,IL-08-043-2110-26,1735610,IL-08-043-2110-26-0804321100002,1.73561E+11,1703710,210 Main St,,,Scales Mound,IL,61075,9393,210 Main St,,,Scales Mound,IL,61075,9393
2021-2022,17,ILLINOIS,IL,Scales Mound Elem School,Scales Mound CUSD 211,1,,IL-08-043-2110-26,1735610,IL-08-043-2110-26-0804321102001,1.73561E+11,1704827,210 Main St,,,Scales Mound,IL,61075,9393,210 Main St,,,Scales Mound,IL,61075,9393
2021-2022,17,ILLINOIS,IL,Scales Mound Jr High School,Scales Mound CUSD 211,1,,IL-08-043-2110-26,1735610,IL-08-043-2110-26-0804321101001,1.73561E+11,1704828,210 Main St,,,Scales Mound,IL,61075,9393,210 Main St,,,Scales Mound,IL,61075,9393
2021-2022,17,ILLINOIS,IL,Lincoln Middle School,Schiller Park SD 81,1,,IL-06-016-0810-02,1735640,IL-06-016-0810-02-0601608101001,1.73564E+11,1703711,9750 Soreng Ave,,,Schiller Park,IL,60176,2105,9750 Soreng Ave,,,Schiller Park,IL,60176,2105
2021-2022,17,ILLINOIS,IL,John F Kennedy Elem School,Schiller Park SD 81,1,,IL-06-016-0810-02,1735640,IL-06-016-0810-02-0601608102001,1.73564E+11,1703712,3945 Wehrman Ave,,,Schiller Park,IL,60176,1814,3945 Wehrman Ave,,,Schiller Park,IL,60176,1814
2021-2022,17,ILLINOIS,IL,Washington Elem School,Schiller Park SD 81,1,,IL-06-016-0810-02,1735640,IL-06-016-0810-02-0601608102003,1.73564E+11,1703713,4835 Michigan Ave,,,Schiller Park,IL,60176,1111,4835 Michigan Ave,,,Schiller Park,IL,60176,1111
2021-2022,17,ILLINOIS,IL,Selmaville Elem School,Selmaville CCSD 10,1,,IL-13-058-0100-04,1735770,IL-13-058-0100-04-1305801002003,1.73577E+11,1705019,3185 Selmaville Rd,,,Salem,IL,62881,6603,3185 Selmaville Rd,,,Salem,IL,62881,6603
2021-2022,17,ILLINOIS,IL,Seneca Elem School South Campus,Seneca CCSD 170,1,,IL-35-050-1700-04,1735820,IL-35-050-1700-04-3505017001001,1.73582E+11,1703021,174 Oak St,,,Seneca,IL,61360,9500,174 Oak St,,,Seneca,IL,61360,9500
2021-2022,17,ILLINOIS,IL,Seneca Grade School North Campus,Seneca CCSD 170,1,,IL-35-050-1700-04,1735820,IL-35-050-1700-04-3505017002001,1.73582E+11,1703727,174 Oak St,,,Seneca,IL,61360,9500,174 Oak St,,,Seneca,IL,61360,9500
2021-2022,17,ILLINOIS,IL,Seneca High School,Seneca Twp HSD 160,1,,IL-35-050-1600-17,1735850,IL-35-050-1600-17-3505016000001,1.73585E+11,1703728,PO Box 20,,,Seneca,IL,61360,20,PO Box 20,,,Seneca,IL,61360,20
2021-2022,17,ILLINOIS,IL,Sesser-Valier High School,Sesser-Valier CUSD 196,1,,IL-21-028-1960-26,1735940,IL-21-028-1960-26-2102819600001,1.73594E+11,1703730,4626 State Highway 154,,,Sesser,IL,62884,2277,4626 State Highway 154,,,Sesser,IL,62884,2277
2021-2022,17,ILLINOIS,IL,Sesser-Valier Elem School,Sesser-Valier CUSD 196,1,,IL-21-028-1960-26,1735940,IL-21-028-1960-26-2102819602001,1.73594E+11,1704830,4626 State Highway 154,,,Sesser,IL,62884,2277,4626 State Highway 154,,,Sesser,IL,62884,2277
2021-2022,17,ILLINOIS,IL,Sesser-Valier Jr High School,Sesser-Valier CUSD 196,1,,IL-21-028-1960-26,1735940,IL-21-028-1960-26-2102819601001,1.73594E+11,1704831,4626 State Highway 154,,,Sesser,IL,62884,2277,4626 State Highway 154,,,Sesser,IL,62884,2277
2021-2022,17,ILLINOIS,IL,Indian Creek Middle School,Indian Creek CUSD 425,1,,IL-16-019-4250-26,1735970,IL-16-019-4250-26-1601942501001,1.73597E+11,1700455,335 E Garfield St,,,Waterman,IL,60556,9825,335 E Garfield St,,,Waterman,IL,60556,9825
2021-2022,17,ILLINOIS,IL,Indian Creek Elementary School,Indian Creek CUSD 425,1,,IL-16-019-4250-26,1735970,IL-16-019-4250-26-1601942502002,1.73597E+11,1703732,301 W Cherokee Ave,,,Shabbona,IL,60550,5165,301 W Cherokee Ave,,,Shabbona,IL,60550,5165
2021-2022,17,ILLINOIS,IL,Indian Creek High School,Indian Creek CUSD 425,1,,IL-16-019-4250-26,1735970,IL-16-019-4250-26-1601942500001,1.73597E+11,1703733,506 S Shabbona Rd,,,Shabbona,IL,60550,9784,506 S Shabbona Rd,,,Shabbona,IL,60550,9784
2021-2022,17,ILLINOIS,IL,Main Street Elementary School,Shelbyville CUSD 4,1,,IL-11-087-0040-26,1736090,IL-11-087-0040-26-1108700402003,1.73609E+11,1703738,225 W Main St,,,Shelbyville,IL,62565,1525,225 W Main St,,,Shelbyville,IL,62565,1525
2021-2022,17,ILLINOIS,IL,Moulton Elementary School,Shelbyville CUSD 4,1,,IL-11-087-0040-26,1736090,IL-11-087-0040-26-1108700402002,1.73609E+11,1703739,1101 W North 6th St,,,Shelbyville,IL,62565,1293,1101 W North 6th St,,,Shelbyville,IL,62565,1293
2021-2022,17,ILLINOIS,IL,Shelbyville High School,Shelbyville CUSD 4,1,,IL-11-087-0040-26,1736090,IL-11-087-0040-26-1108700400001,1.73609E+11,1703740,1001 W North 6th St,,,Shelbyville,IL,62565,1294,1001 W North 6th St,,,Shelbyville,IL,62565,1294
2021-2022,17,ILLINOIS,IL,Shelbyville Kindergarten Center,Shelbyville CUSD 4,1,,IL-11-087-0040-26,1736090,IL-11-087-0040-26-1108700402006,1.73609E+11,1705522,225 W Main St,,,Shelbyville,IL,62565,1525,225 W Main St,,,Shelbyville,IL,62565,1525
2021-2022,17,ILLINOIS,IL,Matherville Intermediate School,Sherrard CUSD 200,1,,IL-49-081-2000-26,1736180,IL-49-081-2000-26-4908120002003,1.73618E+11,1703745,PO Box 639,,,Matherville,IL,61263,639,PO Box 639,,,Matherville,IL,61263,639
2021-2022,17,ILLINOIS,IL,Sherrard Elementary School,Sherrard CUSD 200,1,,IL-49-081-2000-26,1736180,IL-49-081-2000-26-4908120002006,1.73618E+11,1703746,209 1st St,,,Sherrard,IL,61281,8614,209 1st St,,,Sherrard,IL,61281,8614
2021-2022,17,ILLINOIS,IL,Sherrard High School,Sherrard CUSD 200,1,,IL-49-081-2000-26,1736180,IL-49-081-2000-26-4908120000001,1.73618E+11,1703747,4701 176th Ave,,,Sherrard,IL,61281,9603,4701 176th Ave,,,Sherrard,IL,61281,9603
2021-2022,17,ILLINOIS,IL,Sherrard Jr High School,Sherrard CUSD 200,1,,IL-49-081-2000-26,1736180,IL-49-081-2000-26-4908120001001,1.73618E+11,1703748,4701 176th Ave,,,Sherrard,IL,61281,9603,4701 176th Ave,,,Sherrard,IL,61281,9603
2021-2022,17,ILLINOIS,IL,Winola Elementary School,Sherrard CUSD 200,1,,IL-49-081-2000-26,1736180,IL-49-081-2000-26-4908120002007,1.73618E+11,1705341,1804 17th Ave,,,Viola,IL,61486,9200,1804 17th Ave,,,Viola,IL,61486,9200
2021-2022,17,ILLINOIS,IL,Shiloh Elementary School,Shiloh Village SD 85,1,,IL-50-082-0850-02,1736210,IL-50-082-0850-02-5008208502001,1.73621E+11,1703749,125 Diamond Ct,,,Shiloh,IL,62269,3617,125 Diamond Ct,,,Shiloh,IL,62269,3617
2021-2022,17,ILLINOIS,IL,Shiloh Middle School,Shiloh Village SD 85,1,,IL-50-082-0850-02,1736210,IL-50-082-0850-02-5008208501001,1.73621E+11,1705739,1 Wildcat Xing,,,Shiloh,IL,62269,5409,1 Wildcat Xing,,,Shiloh,IL,62269,5409
2021-2022,17,ILLINOIS,IL,Shirland C C School,Shirland CCSD 134,1,,IL-04-101-1340-04,1736240,IL-04-101-1340-04-0410113402001,1.73624E+11,1703750,PO Box 99,,,Shirland,IL,61079,99,PO Box 99,,,Shirland,IL,61079,99
2021-2022,17,ILLINOIS,IL,Neil Armstrong Elem School,ESD 159,1,,IL-07-016-1590-02,1736300,IL-07-016-1590-02-0701615902004,1.7363E+11,1703751,5030 Imperial Dr,,,Richton Park,IL,60471,1604,5030 Imperial Dr,,,Richton Park,IL,60471,1604
2021-2022,17,ILLINOIS,IL,Sieden Prairie Elementary School,ESD 159,1,,IL-07-016-1590-02,1736300,IL-07-016-1590-02-0701615902002,1.7363E+11,1703752,725 Notre Dame Dr,,,Matteson,IL,60443,1526,725 Notre Dame Dr,,,Matteson,IL,60443,1526
2021-2022,17,ILLINOIS,IL,Woodgate Elem School,ESD 159,1,,IL-07-016-1590-02,1736300,IL-07-016-1590-02-0701615902005,1.7363E+11,1703753,101 Central Ave,,,Matteson,IL,60443,1111,101 Central Ave,,,Matteson,IL,60443,1111
2021-2022,17,ILLINOIS,IL,Marya Yates Elementary School,ESD 159,1,,IL-07-016-1590-02,1736300,IL-07-016-1590-02-0701615902006,1.7363E+11,1704834,6131 Allemong Dr,,,Matteson,IL,60443,1061,6131 Allemong Dr,,,Matteson,IL,60443,1061
2021-2022,17,ILLINOIS,IL,Colin Powell Middle Sch,ESD 159,1,,IL-07-016-1590-02,1736300,IL-07-016-1590-02-0701615901001,1.7363E+11,1705774,20600 Matteson Ave,,,Matteson,IL,60443,2920,20600 Matteson Ave,,,Matteson,IL,60443,2920
2021-2022,17,ILLINOIS,IL,Signal Hill Elem School,Signal Hill SD 181,1,,IL-50-082-1810-02,1736330,IL-50-082-1810-02-5008218102001,1.73633E+11,1703754,40 Signal Hill Pl,,,Belleville,IL,62223,1644,40 Signal Hill Pl,,,Belleville,IL,62223,1644
2021-2022,17,ILLINOIS,IL,Northeast Jr High School,Silvis SD 34,1,,IL-49-081-0340-02,1736360,IL-49-081-0340-02-4908103401001,1.73636E+11,1703755,4280 4th Ave,,,East Moline,IL,61244,1924,4280 4th Ave,,,East Moline,IL,61244,1924
2021-2022,17,ILLINOIS,IL,George O Barr School,Silvis SD 34,1,,IL-49-081-0340-02,1736360,IL-49-081-0340-02-4908103402003,1.73636E+11,1704835,1305 5th Avenue,,,Silvis,IL,61282,1579,1305 5th Avenue,,,Silvis,IL,61282,1579
2021-2022,17,ILLINOIS,IL,Devonshire Elem School,Skokie SD 68,1,,IL-05-016-0680-02,1736450,IL-05-016-0680-02-0501606802001,1.73645E+11,1703756,9040 Kostner Ave,,,Skokie,IL,60076,1657,9040 Kostner Ave,,,Skokie,IL,60076,1657
2021-2022,17,ILLINOIS,IL,Highland Elementary School,Skokie SD 68,1,,IL-05-016-0680-02,1736450,IL-05-016-0680-02-0501606802005,1.73645E+11,1703757,9700 Crawford Ave,,,Skokie,IL,60076,1106,9700 Crawford Ave,,,Skokie,IL,60076,1106
2021-2022,17,ILLINOIS,IL,Jane Stenson School,Skokie SD 68,1,,IL-05-016-0680-02,1736450,IL-05-016-0680-02-0501606802004,1.73645E+11,1703758,9201 Lockwood Ave,,,Skokie,IL,60077,1137,9201 Lockwood Ave,,,Skokie,IL,60077,1137
2021-2022,17,ILLINOIS,IL,Old Orchard Jr High School,Skokie SD 68,1,,IL-05-016-0680-02,1736450,IL-05-016-0680-02-0501606801002,1.73645E+11,1703759,9310 Kenton Ave,,,Skokie,IL,60076,1336,9310 Kenton Ave,,,Skokie,IL,60076,1336
2021-2022,17,ILLINOIS,IL,Lincoln Jr High School,Skokie SD 69,1,,IL-05-016-0690-02,1736480,IL-05-016-0690-02-0501606901003,1.73648E+11,1703760,7839 Lincoln Ave,,,Skokie,IL,60077,3640,7839 Lincoln Ave,,,Skokie,IL,60077,3640
2021-2022,17,ILLINOIS,IL,Madison Elem School,Skokie SD 69,1,,IL-05-016-0690-02,1736480,IL-05-016-0690-02-0501606902004,1.73648E+11,1703761,5100 Madison St,,,Skokie,IL,60077,2554,5100 Madison St,,,Skokie,IL,60077,2554
2021-2022,17,ILLINOIS,IL,Thomas Edison Elem School,Skokie SD 69,1,,IL-05-016-0690-02,1736480,IL-05-016-0690-02-0501606902001,1.73648E+11,1703762,8200 Gross Point Rd,,,Morton Grove,IL,60053,3534,8200 Gross Point Rd,,,Morton Grove,IL,60053,3534
2021-2022,17,ILLINOIS,IL,Smithton Elem School,Smithton CCSD 130,1,,IL-50-082-1300-04,1736510,IL-50-082-1300-04-5008213002001,1.73651E+11,1703763,PO Box 395,,,Smithton,IL,62285,395,PO Box 395,,,Smithton,IL,62285,395
2021-2022,17,ILLINOIS,IL,Somonauk High School,Somonauk CUSD 432,1,,IL-16-019-4320-26,1736570,IL-16-019-4320-26-1601943200003,1.73657E+11,1703764,501 W Market St,,,Somonauk,IL,60552,9794,501 W Market St,,,Somonauk,IL,60552,9794
2021-2022,17,ILLINOIS,IL,Somonauk Middle School,Somonauk CUSD 432,1,,IL-16-019-4320-26,1736570,IL-16-019-4320-26-1601943201001,1.73657E+11,1704322,510 W Lasalle St,,,Somonauk,IL,60552,9795,510 W Lasalle St,,,Somonauk,IL,60552,9795
2021-2022,17,ILLINOIS,IL,James R Wood Elem School,Somonauk CUSD 432,1,,IL-16-019-4320-26,1736570,IL-16-019-4320-26-1601943202001,1.73657E+11,1704429,320 S Maple St,,,Somonauk,IL,60552,9793,320 S Maple St,,,Somonauk,IL,60552,9793
2021-2022,17,ILLINOIS,IL,South Beloit Jr High School,County of Winnebago SD 320,1,,IL-04-101-3200-26,1736600,IL-04-101-3200-26-0410132001002,1.7366E+11,1702341,840 Blackhawk Blvd,,,South Beloit,IL,61080,2263,840 Blackhawk Blvd,,,South Beloit,IL,61080,2263
2021-2022,17,ILLINOIS,IL,Riverview Elementary School,County of Winnebago SD 320,1,,IL-04-101-3200-26,1736600,IL-04-101-3200-26-0410132002004,1.7366E+11,1703766,306 Miller St,,,South Beloit,IL,61080,1816,306 Miller St,,,South Beloit,IL,61080,1816
2021-2022,17,ILLINOIS,IL,South Beloit Sr High School,County of Winnebago SD 320,1,,IL-04-101-3200-26,1736600,IL-04-101-3200-26-0410132000001,1.7366E+11,1703768,245 Prairie Hill Rd,,,South Beloit,IL,61080,2579,245 Prairie Hill Rd,,,South Beloit,IL,61080,2579
2021-2022,17,ILLINOIS,IL,Clark Elementary School,County of Winnebago SD 320,1,,IL-04-101-3200-26,1736600,IL-04-101-3200-26-0410132002003,1.7366E+11,1704430,464 Oak Grove Ave,,,South Beloit,IL,61080,1967,464 Oak Grove Ave,,,South Beloit,IL,61080,1967
2021-2022,17,ILLINOIS,IL,Blackhawk Elementary School,County of Winnebago SD 320,1,,IL-04-101-3200-26,1736600,IL-04-101-3200-26-0410132002005,1.7366E+11,1704638,840 Blackhawk Blvd,,,South Beloit,IL,61080,2263,840 Blackhawk Blvd,,,South Beloit,IL,61080,2263
2021-2022,17,ILLINOIS,IL,Southeastern Jr/Sr High School,Southeastern CUSD 337,1,,IL-26-034-3370-26,1736610,IL-26-034-3370-26-2603433700001,1.73661E+11,1703771,PO Box 155,,,Augusta,IL,62311,155,PO Box 155,,,Augusta,IL,62311,155
2021-2022,17,ILLINOIS,IL,Southeastern Elementary School,Southeastern CUSD 337,1,,IL-26-034-3370-26,1736610,IL-26-034-3370-26-2603433702006,1.73661E+11,1704801,PO Box 247,,,Bowen,IL,62316,247,PO Box 247,,,Bowen,IL,62316,247
2021-2022,17,ILLINOIS,IL,South Fork Jr Sr High School,South Fork SD 14,1,,IL-03-011-0140-24,1736640,IL-03-011-0140-24-0301101400001,1.73664E+11,1705069,PO Box 20,,,Kincaid,IL,62540,4457,PO Box 20,,,Kincaid,IL,62540,4457
2021-2022,17,ILLINOIS,IL,South Fork Elementary School,South Fork SD 14,1,,IL-03-011-0140-24,1736640,IL-03-011-0140-24-0301101402001,1.73664E+11,1705070,PO Box 20,,,Kincaid,IL,62540,4532,PO Box 20,,,Kincaid,IL,62540,4532
2021-2022,17,ILLINOIS,IL,McKinley Elem School,South Holland SD 150,1,,IL-07-016-1500-02,1736720,IL-07-016-1500-02-0701615002002,1.73672E+11,1701600,850 E 170th St,,,South Holland,IL,60473,3413,850 E 170th St,,,South Holland,IL,60473,3413
2021-2022,17,ILLINOIS,IL,Greenwood Elem School,South Holland SD 150,1,,IL-07-016-1500-02,1736720,IL-07-016-1500-02-0701615002001,1.73672E+11,1703776,16800 Greenwood Ave,,,South Holland,IL,60473,3193,16800 Greenwood Ave,,,South Holland,IL,60473,3193
2021-2022,17,ILLINOIS,IL,McKinley Jr High School,South Holland SD 150,1,,IL-07-016-1500-02,1736720,IL-07-016-1500-02-0701615001005,1.73672E+11,1703779,16949 Cottage Grove Ave,,,South Holland,IL,60473,3089,16949 Cottage Grove Ave,,,South Holland,IL,60473,3089
2021-2022,17,ILLINOIS,IL,Coolidge Middle School,South Holland SD 151,1,,IL-07-016-1510-02,1736750,IL-07-016-1510-02-0701615101001,1.73675E+11,1703780,15500 7th Ave,,,Phoenix,IL,60426,2566,15500 7th Ave,,,Phoenix,IL,60426,2566
2021-2022,17,ILLINOIS,IL,Eisenhower School,South Holland SD 151,1,,IL-07-016-1510-02,1736750,IL-07-016-1510-02-0701615102002,1.73675E+11,1703781,16001 Minerva Ave,,,South Holland,IL,60473,1776,16001 Minerva Ave,,,South Holland,IL,60473,1776
2021-2022,17,ILLINOIS,IL,Madison School,South Holland SD 151,1,,IL-07-016-1510-02,1736750,IL-07-016-1510-02-0701615102004,1.73675E+11,1703782,15700 Orchid Dr,,,South Holland,IL,60473,1300,15700 Orchid Dr,,,South Holland,IL,60473,1300
2021-2022,17,ILLINOIS,IL,Taft School,South Holland SD 151,1,,IL-07-016-1510-02,1736750,IL-07-016-1510-02-0701615102006,1.73675E+11,1703783,393 E 163rd St,,,Harvey,IL,60426,5951,393 E 163rd St,,,Harvey,IL,60426,5951
2021-2022,17,ILLINOIS,IL,South Pekin Elem School,South Pekin SD 137,1,,IL-53-090-1370-02,1736780,IL-53-090-1370-02-5309013702001,1.73678E+11,1703784,PO Box 430,,,South Pekin,IL,61564,430,PO Box 430,,,South Pekin,IL,61564,430
2021-2022,17,ILLINOIS,IL,Edward J Tobin Elem School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102010,1.73681E+11,1703786,8501 Narragansett Ave,,,Burbank,IL,60459,2474,8501 Narragansett Ave,,,Burbank,IL,60459,2474
2021-2022,17,ILLINOIS,IL,J B Kennedy Elem School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102005,1.73681E+11,1703787,7644 Central Ave,,,Burbank,IL,60459,1308,7644 Central Ave,,,Burbank,IL,60459,1308
2021-2022,17,ILLINOIS,IL,Maddock Elementary School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102006,1.73681E+11,1703788,8258 Sayre Ave,,,Burbank,IL,60459,1631,8258 Sayre Ave,,,Burbank,IL,60459,1631
2021-2022,17,ILLINOIS,IL,Luther Burbank Elem School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102001,1.73681E+11,1703790,8235 Linder Ave,,,Burbank,IL,60459,2066,8235 Linder Ave,,,Burbank,IL,60459,2066
2021-2022,17,ILLINOIS,IL,F B Mccord Elem School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102007,1.73681E+11,1703791,8450 Nashville Ave,,,Burbank,IL,60459,2335,8450 Nashville Ave,,,Burbank,IL,60459,2335
2021-2022,17,ILLINOIS,IL,Richard Byrd Elementary School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102002,1.73681E+11,1703794,8259 Lavergne Ave,,,Burbank,IL,60459,2794,8259 Lavergne Ave,,,Burbank,IL,60459,2794
2021-2022,17,ILLINOIS,IL,Liberty Junior High School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611101001,1.73681E+11,1705027,5900 W 81st St,,,Burbank,IL,60459,1900,5900 W 81st St,,,Burbank,IL,60459,1900
2021-2022,17,ILLINOIS,IL,Harry E Fry School,Burbank SD 111,1,,IL-07-016-1110-02,1736810,IL-07-016-1110-02-0701611102011,1.73681E+11,1706065,7805 Mobile Ave,,,Burbank,IL,60459,1109,7805 Mobile Ave,,,Burbank,IL,60459,1109
2021-2022,17,ILLINOIS,IL,South Wilmington Grade School,South Wilmington CCSD 74,1,,IL-24-032-0740-03,1736840,IL-24-032-0740-03-2403207402001,1.73684E+11,1703795,PO Box 459,,,South Wilmington,IL,60474,459,PO Box 459,,,South Wilmington,IL,60474,459
2021-2022,17,ILLINOIS,IL,Sparta High School,Sparta CUSD 140,1,,IL-45-079-1400-26,1736900,IL-45-079-1400-26-4507914000001,1.7369E+11,1703804,205 W Hood St,,,Sparta,IL,62286,2006,205 W Hood St,,,Sparta,IL,62286,2006
2021-2022,17,ILLINOIS,IL,Sparta Lincoln School,Sparta CUSD 140,1,,IL-45-079-1400-26,1736900,IL-45-079-1400-26-4507914002002,1.7369E+11,1703806,203A Dean Ave,,,Sparta,IL,62286,2301,203A Dean Ave,,,Sparta,IL,62286,2301
2021-2022,17,ILLINOIS,IL,Evansville Attendance Center,Sparta CUSD 140,1,,IL-45-079-1400-26,1736900,IL-45-079-1400-26-4507914002008,1.7369E+11,1704459,701 Oak St,,,Evansville,IL,62242,1893,701 Oak St,,,Evansville,IL,62242,1893
2021-2022,17,ILLINOIS,IL,Spoon River Valley Jr High Sch,Spoon River Valley CUSD 4,1,,IL-26-029-0040-26,1736960,IL-26-029-0040-26-2602900401001,1.73696E+11,1703808,35265 N IL Route 97,,,London Mills,IL,61544,9312,35265 N IL Route 97,,,London Mills,IL,61544,9312
2021-2022,17,ILLINOIS,IL,Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,1,,IL-26-029-0040-26,1736960,IL-26-029-0040-26-2602900400001,1.73696E+11,1703809,35265 N IL Route 97,,,London Mills,IL,61544,9312,35265 N IL Route 97,,,London Mills,IL,61544,9312
2021-2022,17,ILLINOIS,IL,Spoon River Valley Elem School,Spoon River Valley CUSD 4,1,,IL-26-029-0040-26,1736960,IL-26-029-0040-26-2602900402005,1.73696E+11,1704838,35265 N IL Route 97,,,London Mills,IL,61544,9312,35265 N IL Route 97,,,London Mills,IL,61544,9312
2021-2022,17,ILLINOIS,IL,Spring Lake Elem School,Spring Lake CCSD 606,1,,IL-53-090-6060-04,1737020,IL-53-090-6060-04-5309060602001,1.73702E+11,1703811,13650 N Manito Rd,,,Manito,IL,61546,8438,13650 N Manito Rd,,,Manito,IL,61546,8438
2021-2022,17,ILLINOIS,IL,John F Kennedy Elem School,Spring Valley CCSD 99,1,,IL-28-006-0990-04,1737050,IL-28-006-0990-04-2800609902002,1.73705E+11,1703812,999 N Strong Ave,,,Spring Valley,IL,61362,1238,999 N Strong Ave,,,Spring Valley,IL,61362,1238
2021-2022,17,ILLINOIS,IL,Elizabeth Graham Elem School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418602046,1.73708E+11,1700989,900 W Edwards St,,,Springfield,IL,62704,1839,900 W Edwards St,,,Springfield,IL,62704,1839
2021-2022,17,ILLINOIS,IL,Douglas School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418603019,1.73708E+11,1700998,444 W Reynolds St,,,Springfield,IL,62702,5028,444 W Reynolds St,,,Springfield,IL,62702,5028
2021-2022,17,ILLINOIS,IL,Lawrence Education Center,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418603022,1.73708E+11,1703279,101 E Laurel St,,,Springfield,IL,62704,3945,101 E Laurel St,,,Springfield,IL,62704,3945
2021-2022,17,ILLINOIS,IL,Springfield Ball Charter School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-510841860201C,1.73708E+11,1703773,2530 E Ash St,,,Springfield,IL,62703,5600,2530 E Ash St,,,Springfield,IL,62703,5600
2021-2022,17,ILLINOIS,IL,Benjamin Franklin Middle School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418601006,1.73708E+11,1703814,1200 Outer Park Dr,,,Springfield,IL,62704,4409,1200 Outer Park Dr,,,Springfield,IL,62704,4409
2021-2022,17,ILLINOIS,IL,Black Hawk Elem School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418602013,1.73708E+11,1703815,2500 S College St,,,Springfield,IL,62704,4706,2500 S College St,,,Springfield,IL,62704,4706
2021-2022,17,ILLINOIS,IL,Butler Elem School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418602012,1.73708E+11,1703816,1701 S MacArthur Blvd,,,Springfield,IL,62704,4027,1701 S MacArthur Blvd,,,Springfield,IL,62704,4027
2021-2022,17,ILLINOIS,IL,Dubois Elem School,Springfield SD 186,1,,IL-51-084-1860-25,1737080,IL-51-084-1860-25-5108418602015,1.73708E+11,1703818,120 S Lincoln Ave,,,Springfield,IL,62704,1601,120 S Lincoln Ave,,,Springfield,IL,62704,1601
